belongs_to_collection,release_date,title,vote_average
,2/1/1978,Blood Relatives,6.2
,11/21/2013,An Adventure in Space and Time,7.7
,3/31/1986,Mountaintop Motel Massacre,5.3
,12/22/2007,Star Trek: Of Gods And Men,5.2
,11/16/2013,Saving Mr. Banks,7.3
,3/12/2010,Kinbaku,0
,7/13/2012,Cockpit,5.1
,2/29/2012,Last Winter,5.5
,10/15/1966,The Frozen Dead,4
,10/10/1952,Captive Women,0
,4/13/1960,The Boy and the Pirates,5.3
"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}",3/14/1964,Zatôichi and the Chest of Gold,6.6
"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}",7/11/1964,Zatôichi's Flashing Sword,6.7
,10/29/2010,Ways to Live Forever,7
,1/1/1963,La rabbia,7.8
,5/1/2004,Visions of Europe,3.7
,6/8/2006,Ghetto,5.8
,1/18/2013,The Battle of Amfar,5
,3/20/1978,Blue Sunshine,6.4
"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}",12/30/1964,Adventures of Zatôichi,6.3
,2/14/1924,Kean,5
,11/22/2013,Is the Man Who Is Tall Happy?,7.1
,8/14/2010,Outbound,5.8
,4/5/2013,All Things To All Men,4.2
,3/11/2014,The Outsider,4.6
,4/26/2013,The Truth About Emanuel,6.2
,1/1/2006,Midnight Clear,0
,11/24/2010,The Nutcracker: The Untold Story,5.3
,9/11/2013,The Wipers Times,7.3
,2/27/2000,A Storm in Summer,7
,10/16/1992,Deadbolt,4.5
,4/22/1983,The Deadly Spawn,5.3
,9/6/1991,Deadly Surveillance,0
,4/28/1969,Those Daring Young Men in Their Jaunty Jalopies,6.8
,1/1/1981,The Rhythm of Crime,4.8
,3/12/2005,Cowboy del Amor,10
,9/26/2001,Gregoire Moulin vs. Humanity,6.7
,12/5/1974,The Demoniacs,4.6
,8/20/1980,The Night of the Hunted,5.9
"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}",9/18/1965,Zatôichi and the Doomed Man,6.5
"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}",4/3/1965,Zatôichi's Revenge,6.3
,10/12/2012,I Heart Monster Movies,0
,6/14/1996,Deadly Voyage,3
,1/1/1998,Decampitated,2.9
,9/7/2012,The Deep,6.2
,5/17/1975,Lips of Blood,6.8
,9/9/1995,The Grotesque,7
,9/12/1977,American Raspberry,6.3
,6/22/2012,The Last Ride,5.9
,7/19/2012,Hava Nagila: The Movie,6.5
,9/26/2011,The Bling Ring,4.1
,11/1/2013,A Perfect Man,4.8
"{'id': 23453, 'name': 'Tengen Toppa Gurren Lagann Collection', 'poster_path': '/nWFJscY0ARh8iuvCg1uoUVYmf8K.jpg', 'backdrop_path': '/izIVqHBVyzgi8FDXBXRTleyjWbc.jpg'}",9/6/2008,Gurren Lagann The Movie: Childhood's End,6.9
"{'id': 23453, 'name': 'Tengen Toppa Gurren Lagann Collection', 'poster_path': '/nWFJscY0ARh8iuvCg1uoUVYmf8K.jpg', 'backdrop_path': '/izIVqHBVyzgi8FDXBXRTleyjWbc.jpg'}",4/25/2009,Gurren Lagann The Movie: The Lights in the Sky Are Stars,6.9
,2/15/2012,Una noche,5.9
"{'id': 97460, 'name': 'Lady and the Tramp Collection', 'poster_path': '/fvk72hTShONXVDDSdoTEVm7DJh0.jpg', 'backdrop_path': '/8YIec6FKfOHn9uw7MMH1200wbyK.jpg'}",2/18/2001,Lady and the Tramp II: Scamp's Adventure,6
,11/14/2013,Oldboy,5.9
,12/1/1998,World War Three,6.6
,3/30/2012,Aquí Entre Nos,6
,4/21/1971,The Shiver of the Vampires,4
,3/24/1965,The Sucker,7.3
"{'id': 340633, 'name': 'Eberhofer Krimi Collection', 'poster_path': '/u4WhK7T5HjloYHM8L7h6yuAwKek.jpg', 'backdrop_path': '/qHSUzgRI3eGROJHa7UHFc541sKA.jpg'}",7/31/2013,Dampfnudelblues,6.4
"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}",12/24/1965,Zatôichi and the Chess Expert,5.7
"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}",5/3/1966,Zatôichi's Vengeance,5.6
"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}",8/13/1966,Zatôichi's Pilgrimage,7.7
"{'id': 93791, 'name': 'Anchorman Collection', 'poster_path': '/xjnbrB93Vj5yGYwU0uuW8Tu2qoc.jpg', 'backdrop_path': '/eUU6edsZcr7I0AO8rHcB3vQwcOH.jpg'}",12/18/2013,Anchorman 2: The Legend Continues,6
,10/5/2012,Escape Fire: The Fight to Rescue American Healthcare,8
,2/16/2013,Killing Lincoln,5.5
,9/6/2013,Good Ol’ Freda,6.9
,4/20/2013,Call Me Crazy: A Five Film,6.3
,11/28/2012,What If...,6.6
,8/15/2013,Unbeatable,6.8
,11/23/2013,Sarah Silverman: We Are Miracles,6.5
,2/1/1975,Footprints,6.2
,3/26/2010,Happy Family,6.7
,12/1/2013,Mike Tyson: Undisputed Truth,6.7
,4/22/2013,Moms Mabley: I Got Somethin' to Tell You,6
,1/1/1963,"Take Her, She's Mine",0
,10/31/1947,Christmas Eve,6.5
,12/19/1974,Massacre Mafia Style,6.7
,8/1/2013,Snowpiercer,6.7
,6/6/1973,Only Old Men Are Going to Battle,7.9
,6/6/1984,Guest from the Future,6.9
,4/3/1967,"Kidnapping, Caucasian Style",7.5
,7/13/2011,Phase 7,4.9
,9/21/2012,Hellbound?,5
,7/5/1990,Demon Wind,4.5
"{'id': 430201, 'name': 'Demons Collection', 'poster_path': '/ii12LvfoRNggtXbhnbhxElFak8j.jpg', 'backdrop_path': None}",10/9/1986,Demons 2,5.8
,3/6/1970,The Phynx,3
,10/25/2013,Haunter,5.9
,1/1/1978,The Big Fix,6.1
,12/18/2013,Wrong Cops,5.9
,12/17/2008,A Muppets Christmas: Letters to Santa,5.7
,9/17/1992,The Diamond Fleece,0
,9/21/1990,Diving In,0
,10/3/1984,The Dog Who Stopped the War,7.4
"{'id': 244242, 'name': 'Ninja Collection', 'poster_path': '/5tvYqIIfHnDZMoAqjWiueQC7fPW.jpg', 'backdrop_path': '/uLoTeDA85tbpBMLwIchHh6xpnaK.jpg'}",12/27/2013,Ninja: Shadow of a Tear,5.9
,10/4/1985,Always,3
"{'id': 87214, 'name': 'The Sandlot Collection', 'poster_path': '/p2m9JzwjQukKKZfMrLF4HdW54X1.jpg', 'backdrop_path': None}",5/1/2007,The Sandlot: Heading Home,5.6
,10/28/1978,Odds and Evens,7
,12/24/2008,Free Style,5.8
,12/22/2013,James Gandolfini: Tribute To A Friend,6.7
,11/9/2012,The Precocious and Brief Life of Sabina Rivas,5
,1/11/2013,$ellebrity,5.5
,4/17/1980,Macabre,6
,2/11/2016,Punk's Dead: SLC Punk 2,6
,12/31/1973,Freedom Strikes a Blow,7.5
,9/14/2011,Desire,4.1
,11/22/2012,In the Fog,5.6
,6/21/2013,As Cool as I Am,4.9
"{'id': 137913, 'name': 'The Hunters Collection', 'poster_path': '/hBLHp1y75Xo2gfynbu057L0r6SQ.jpg', 'backdrop_path': '/nj1H7qljKZFFcz2r5MhMQHXpdxZ.jpg'}",9/15/2011,False Trail,6.3
"{'id': 351721, 'name': 'The Sheriff and the Satellite Kid Collection', 'poster_path': '/jh82Zjk9DggnyCxtHq5PM5tfD1y.jpg', 'backdrop_path': '/isksgMiFiRG36nqvShoVOyQzGa3.jpg'}",12/11/1980,Why Did You Pick On Me?,5.7
,12/11/2010,Ice Quake,3.8
,10/4/2011,Snow Beast,3.3
,2/8/2006,Fireworks Wednesday,7.6
,10/25/2012,Fun Size,5.5
,5/4/2011,Death of a Superhero,6.9
,4/12/2012,Einer wie Bruno,8.3
,12/3/2011,A Princess for Christmas,6.4
"{'id': 344555, 'name': 'F*ck You, Goethe Collection', 'poster_path': '/3jH6BgPTXxkBx7N35aTaATzlaG.jpg', 'backdrop_path': '/AtoH8LJQ2sFXfV4gSxxe39XSdzZ.jpg'}",11/7/2013,Fuck You Goethe,7.1
,9/11/2013,Dagmamman,0
,2/17/1972,Hellyys,0
,11/6/2010,Apnea,4.5
,3/18/2011,Jo pour Jonathan,5
,5/12/2010,Sweet Evil,6
,10/1/2012,Gasht-e Ershad,6
,8/7/2013,هیچ کجا هیچ کس,10
,7/31/2003,Miffo,4
,12/20/2013,Bad Fucking,5.5
,3/8/2013,Open Up to Me,6.4
,7/12/2012,Fly Away,5.5
,11/21/2012,Life Is No Piece of Cake,6.1
,9/6/2012,Mostly Sunny,6.2
,1/28/1999,Alien Cargo,4.9
,10/23/2013,WNUF Halloween Special,6.2
,12/6/2013,White Reindeer,5.3
,2/13/2013,Red Obsession,6.1
,4/9/2013,Snow on the Pines,6
,2/4/2012,The Wooden Bridge,0
"{'id': 393744, 'name': 'Горько! (Коллекция)', 'poster_path': '/4x3ZN8GrRUF7WrU0eWtQ1ezCCXh.jpg', 'backdrop_path': '/kNdZngUJx09q9ngg4eDtOMbEzXb.jpg'}",10/24/2013,Bitterly!,6.3
,12/25/2013,The Physician,7.2
,6/3/2010,High School,5.8
,12/20/1918,Carmen,4.8
,5/9/1992,Timescape,6.4
,7/22/2013,Springsteen & I,7.5
,4/13/1975,I Will Fight No More Forever,3.3
,1/2/1999,The Glass Agency,6.5
,3/12/2011,Here Without Me,0
,11/7/2013,The Dinner,4.9
,8/24/2007,Wonderful and Loved by All,4
,5/13/2013,Borgman,6.6
,8/29/2013,Solo,4.7
,1/1/2010,The Lost Thing,6.6
,5/14/1981,Buddy goes West,6.1
,7/1/1987,Mio in the Land of Faraway,6.3
"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}",1/3/1967,Zatôichi's Cane Sword,6.8
,10/20/1970,Wild Women,0
,4/27/2011,The Guide,10
,7/2/2012,Our Little Differences,0
,9/27/2012,Boy Eating the Bird's Food,5.5
,8/24/1969,The Laughing Woman,8.3
,11/8/2013,Vendetta,6.1
,4/10/2013,The Human Race,5
,6/6/1979,Escape to Athena,5.5
,10/12/2012,Smiley,4.3
,2/8/2009,Sometime in August,5.5
,3/8/2005,Dot.Kill,3.7
,10/7/1977,Not Bad for a Human,7
,1/17/2013,The Hijack That Went South,5.6
,1/9/2013,I Am Not a Hipster,4.8
,9/16/2010,Rio Sex Comedy,3.3
,3/9/2013,I Am Divine,7
,12/25/2013,Grudge Match,6
,12/19/2013,Justin Bieber's Believe,7.3
"{'id': 44976, 'name': 'Dhoom Series', 'poster_path': '/qc1R0oO2tb7TFPiql7Aq6QoDwJp.jpg', 'backdrop_path': None}",8/27/2004,Dhoom,6.2
,10/12/2013,Marvin Hamlisch: What He Did For Love,10
,10/3/2008,Meat the Truth,10
,9/19/2012,The Citizen,6.4
,6/5/2007,Highlander: The Search for Vengeance,6.5
,10/28/2009,The Botany of Desire,6.3
,11/9/2009,By the People: The Election of Barack Obama,6.9
,1/1/2006,Opera Australia: The Pirates of Penzance,0
"{'id': 478545, 'name': 'American Addict Collection', 'poster_path': '/bZvHnPhsfrT7Ifcu3mxgBmdqaX4.jpg', 'backdrop_path': None}",5/18/2012,American Addict,6.3
,9/5/2013,Bounty Killer,5.8
,12/1/2000,Lomalla,5.6
,12/1/2013,The Class of '92,7.1
"{'id': 221622, 'name': '12 Rounds Collection', 'poster_path': '/l1TBw4KOSWAxYM3RwRFFGq8VG69.jpg', 'backdrop_path': '/cPNJRFgk1EtdqUAOSZ5gPigj741.jpg'}",6/1/2013,12 Rounds 2: Reloaded,5.6
,10/30/1974,Nude For Satan,3.9
"{'id': 283775, 'name': 'Zanna Bianca Collection', 'poster_path': '/eJPUaONEDDGUWkx5LTTvC3DwCS5.jpg', 'backdrop_path': None}",12/21/1973,White Fang,6.2
,3/20/2012,Soundbreaker,7
,10/3/2013,A.C.O.D.,5.5
,1/21/2013,Ass Backwards,4.6
"{'id': 264434, 'name': 'Demonic Toys Collection', 'poster_path': '/bMrYltBJXNy3z9vE23QQjWnPOeV.jpg', 'backdrop_path': None}",10/13/1993,Dollman vs. Demonic Toys,4.2
,11/13/1991,Dream Machine,4.8
,9/8/2008,The Dungeon Masters,6
"{'id': 41437, 'name': 'Paranormal Activity Collection', 'poster_path': '/lYXAMmm9XlYmj5Dr4O9diLQVCJS.jpg', 'backdrop_path': '/hZMiAPeINRH0M2X1PBEgn6YdULy.jpg'}",1/1/2014,Paranormal Activity: The Marked Ones,5.2
,12/12/2013,Only Lovers Left Alive,7.2
,9/11/1971,Inn of Evil,0
,3/29/1934,Gold,9
,3/20/2002,Swing,6
,7/8/2008,B.T.K.,3.6
,9/28/1977,Short Eyes,7.1
"{'id': 209739, 'name': 'MacGyver (TV Movies) Collection', 'poster_path': '/AjdtAeXaqNQn5gW86obHsNsAJzk.jpg', 'backdrop_path': '/dMrINu0WxlNzU11y8OcWxtoeWqY.jpg'}",11/24/1994,MacGyver: Trail to Doomsday,5.5
,1/9/2011,Vegucated,7.5
,1/1/2008,Serrallonga,0
,1/5/1973,Garm Hava,6.2
,3/12/1969,Ditirambo,5
,10/7/2001,Earth vs. the Spider,5
,1/1/1989,Easy Wheels,3
,12/29/2006,Cold Trail,6
,2/27/1998,Glasblåsarns barn,6
,5/27/2005,Restless Souls,4.8
,11/11/1981,Goliath Awaits,4.4
,12/20/1972,Hit Man,6.3
,7/24/1969,The Valley of Gwangi,7.5
,8/1/1965,Voyage to the Prehistoric Planet,4.2
,1/18/2013,Greenwich Village: Music That Defined a Generation,7.7
,9/19/2013,The Lunchbox,7.3
,4/18/2012,Kauwboy,6
,1/26/1929,Liberty,6.9
,2/25/1980,The Killings at Outpost Zeta,5
,2/28/1995,Expect No Mercy,4.1
,8/15/1995,The Expert,5.7
,10/10/2007,The Secret,6.2
,3/23/1959,Stars,5
,5/10/2012,Lost in Siberia,7
,11/6/2013,I Know That Voice,7
,1/1/2004,The Fallen,5.5
,10/14/1980,Fade to Black,5.9
,1/8/2014,Yves Saint Laurent,6.4
,9/1/2010,Trader Games,5.5
,8/30/2002,Summer Things,5.9
,7/23/2002,Bad Karma,2.6
,9/12/2012,Bad Karma,4.6
,8/9/1991,Bandidos,6
,12/25/2013,The Invisible Woman,6.2
,7/3/2013,Hunting Elephants,6.2
"{'id': 425164, 'name': 'Dragon Ball Z (Movie) Collection', 'poster_path': '/2VMZ1zRFPnUQtQp5K4WRXvDYBjh.jpg', 'backdrop_path': '/7PcbijxTfwi9vjWEfXdS0ReAw8q.jpg'}",3/30/2013,Dragon Ball Z: Battle of Gods,6.5
,11/11/2012,The Snitch Cartel,6
,7/18/2013,Underdogs,6
,2/15/2011,Dirty Movie,3.4
,1/17/2014,Freezer,5.2
,10/2/2008,Modern Boy,0
,11/9/1987,Caught,0
,11/1/1966,The Texican,5.7
,1/25/1935,The Gilded Lily,0
,12/25/1935,The Bride Comes Home,0
,12/6/1948,Family Honeymoon,6
,9/28/2013,"Like Father, Like Son",7.6
,12/26/2013,The Railway Man,6.7
,12/20/2011,Sand Sharks,2.7
,5/1/1954,Massacre Canyon,0
,9/19/2013,Diana,5.3
,9/12/2012,The We and the I,5.4
,9/27/2013,We Are What We Are,5.5
"{'id': 425164, 'name': 'Dragon Ball Z (Movie) Collection', 'poster_path': '/2VMZ1zRFPnUQtQp5K4WRXvDYBjh.jpg', 'backdrop_path': '/7PcbijxTfwi9vjWEfXdS0ReAw8q.jpg'}",3/19/1991,Dragon Ball Z: Lord Slug,6.2
,6/13/2006,J.J. Cale - To Tulsa And Back (On tour with J.J. Cale),4.8
,12/23/1934,Forsaking All Others,4.3
,5/18/1956,The Flesh Merchant,5
,3/2/1938,Child Bride,4.7
,10/7/1947,Magic Town,6.4
,8/23/1991,Grand Isle,0
,9/12/2005,River Queen,6.7
,11/25/2011,Resistance,5.1
,11/20/2013,"Me, Myself and Mum",6.6
,3/9/2013,Milius,6.9
,11/1/1930,A Soldier's Plaything,0
,8/1/1967,A Time for Killing,4.2
,8/8/2007,Summer of '62,8.5
,5/18/2002,Close to Leo,5.4
,7/26/2013,The Geographer Drank His Globe Away,7.3
,10/2/2013,Pokémon Origins,7.3
,4/22/1999,Screwed in Tallinn,6.3
,2/24/2006,Comrade Pedersen,5.4
,10/7/2008,Starz Inside: Fantastic Flesh,7
,4/28/1989,Fast Food,5.1
,11/12/1995,National Lampoon's Favorite Deadly Sins,5.7
,7/23/2013,The Other Shore,7.5
"{'id': 239766, 'name': 'The Klapisch Trilogy', 'poster_path': '/woD0gFHbZgwi9RpLL0uSQ56hnJA.jpg', 'backdrop_path': '/p7g6oUYWhKS1TmLo4xBMnDNcsGh.jpg'}",12/4/2013,Chinese Puzzle,6.4
,9/20/2013,1,5.3
,9/13/2013,Waltz for Monica,5.9
"{'id': 386410, 'name': 'Dragon Ball Collection', 'poster_path': '/6odEQL3yNyBI3GDcUuIujEo639M.jpg', 'backdrop_path': '/i5ECrR2zT7GQl0J8WdyGTm9D6d6.jpg'}",3/2/1996,Dragon Ball: The Path to Power,7
,11/1/2006,The Raven,1.7
"{'id': 113589, 'name': 'The Hire', 'poster_path': '/1mniyf3qfmmsO8PkuDXgOCyoi6G.jpg', 'backdrop_path': '/24OjcsCZPv2GrcSnwmLTjWRODlE.jpg'}",1/1/2001,The Hire: The Follow,7.5
,1/1/2007,There's Only One Sun,5.9
,10/9/2010,Honest Man: The Life of R. Budd Dwyer,6
"{'id': 166844, 'name': ""Sammy's Adventure Collection"", 'poster_path': '/caBrlKvlRaOjd2gHbyyqaBDKyR7.jpg', 'backdrop_path': '/iOBB6wAoOCuMM9pwU9C6rhIAbmj.jpg'}",8/15/2012,A Turtle’s Tale 2: Sammy’s Escape From Paradise,5.5
,11/8/1945,Allotment Wives,6.5
,9/27/2011,Dragon Crusaders,2.6
,10/24/2006,M for Mother,5
,9/11/2012,Rhino Season,5.4
,3/31/2004,The Lizard,5.5
,4/18/1956,Lovers and Lollipops,7
,1/1/1972,Prata Palomares,5
,3/9/2012,Creep Van,4
,8/16/2013,Cutie and the Boxer,7.3
,10/27/2012,Rise of the Zombies,3.4
,11/8/2013,At Berkeley,7.2
,10/19/1996,Harvey,0
,6/16/2012,Travelling Salesman,5.6
"{'id': 376650, 'name': 'Ride Along Collection', 'poster_path': '/7bjrke8mdxWG3PnFgvipbEOhc0Q.jpg', 'backdrop_path': '/3ZX5hvXjMxWJ5joyJxmWJT5nZDo.jpg'}",1/7/2014,Ride Along,6.1
,12/9/1932,Penguin Pool Murder,3.3
,9/30/2011,Breakaway,6
,1/1/1999,Nukes in Space,5.8
"{'id': 192492, 'name': 'The Jack Ryan Collection', 'poster_path': '/uCuiExsQDyJagov5aVAyw38YEm.jpg', 'backdrop_path': '/qYlcVBifq5T4wyWV00a5Awq0kUi.jpg'}",1/15/2014,Jack Ryan: Shadow Recruit,5.9
"{'id': 283579, 'name': 'Divergent Collection', 'poster_path': '/nXuCj7NcsC2bPJlwD6t2l9ZTDnt.jpg', 'backdrop_path': '/uExS9jcaFBM1wJhkn1Q1P0MFpv6.jpg'}",3/14/2014,Divergent,6.9
,9/3/2007,Hotel Chevalier,7.1
,10/22/1994,47 Ronin,8
,2/27/1983,Starflight: The Plane That Couldn't Land,3.3
,1/17/2014,Reasonable Doubt,5.6
,1/1/1986,Heavy Metal Parking Lot,7.6
,7/20/2011,18 Years Old and Rising,5.1
,9/23/2014,Saint Laurent,6
,1/25/1983,The Prize of Peril,5.5
,4/2/2013,Cargo,8.3
,5/14/1934,The Road to Ruin,3.8
,6/7/2013,The Square,7.8
,4/3/2012,HOUBA! On the Trail of the Marsupilami,5
,7/15/1990,Fear,6.4
,1/19/1981,Fear No Evil,4.9
,1/8/2014,Devil's Due,4.4
,1/16/2014,Not My Day,6.6
,9/25/2013,Into the Mind,6.9
,9/16/2004,Stille Nacht,7
,4/16/2007,Shadow Puppets,4.4
,3/11/1989,Venus Wars,5.3
,3/22/1957,Les aventures d'Arsène Lupin,6.6
,3/1/1996,The Final Cut,7.3
,12/1/1964,The Night Walker,6.3
,3/21/2012,L'Antisémite,0
,5/16/2004,Intern Academy,4.9
,1/21/2012,Black Rock,4.9
,4/6/1990,The First Power,4.7
,11/12/2010,The Assault,6.4
,11/19/2012,Holiday Spin,7
,1/30/2006,Flight 93,6
,11/18/1943,Another Dawn,6
,11/1/1946,Nobody Lives Forever,5.1
,5/27/2000,Dirty Pictures,7.5
,10/21/2006,American Scary,7.7
,2/9/2013,A Single Shot,5.7
,10/20/2006,When Darkness Falls,5.9
"{'id': 24726, 'name': 'Johan Falk Collection', 'poster_path': '/qRhEJUcOVtgMEno5LEkZZ190vDy.jpg', 'backdrop_path': None}",10/29/1999,Zero Tolerance,6.7
,6/11/2003,The Mystery of the Yellow Room,6.7
,5/11/1962,A Monkey in Winter,6.9
,3/31/1933,Murders in the Zoo,4.9
,3/20/1932,Are You Listening?,0
,7/24/2004,We Need a Vacation,9
,1/6/1999,Why Not Me?,6.4
,1/28/2011,Husk,5.4
,1/1/2009,The Rock-afire Explosion,4.8
,1/31/1958,Weddings and Babies,6
,11/1/1961,Yanco,5.7
,11/16/1959,Το Ξύλο Βγήκε Από Τον Παράδεισο,6.5
,10/12/1966,"My Daughter, the Socialist",6.3
,8/16/2012,Two Plus Two,5.6
,6/5/2012,Hello Herman,6.3
,6/17/1973,Blume In Love,5.8
,1/1/1969,Eggshells,10
,1/11/2006,Gag,2.7
,4/4/2013,Concussion,5.1
,10/15/2010,Atrocious,5.2
,11/19/2004,Curse of the Ring,6.4
,5/2/2014,Decoding Annie Parker,5.5
,3/31/1954,"Λατέρνα, Φτώχεια και Γαρύφαλλο",7.3
,12/16/1957,The Auntie from Chicago,7
,5/18/1994,Forced to Kill,4.9
,2/15/2005,Forever Hardcore: The Documentary,5
,4/19/2013,Whitewash,6.3
,1/25/2007,Friends of God: A Road Trip with Alexandra Pelosi,7
,4/27/2003,The Fourth World War,7
,4/13/2007,Zincirbozan,6.5
,10/3/2011,Blood Runs Cold,5.1
,12/24/1937,True Confession,5.8
"{'id': 256287, 'name': 'Justice League (Animated) Collection', 'poster_path': '/ot4XTk6kXtWykmeFMMBoEgBn3Kp.jpg', 'backdrop_path': '/v4ijBegXGXDltrqRbhlEQqfoDl2.jpg'}",2/2/2014,Justice League: War,7
"{'id': 161766, 'name': 'Gamera Films', 'poster_path': '/oqZJgOoXjUcS9alAkzYzq9sCIfG.jpg', 'backdrop_path': '/8vNDD5NXSHhMEVJO4ItELGkZPNp.jpg'}",3/20/1968,Gamera vs. Viras,5
,9/27/2013,Dark Touch,4.5
,1/18/2013,Mother of George,7.1
,9/14/2012,Of Snails and Men,5.2
,2/4/2011,Cousinhood,6.8
,5/31/2013,Yeh Jawaani Hai Deewani,7.1
,9/8/2013,Visitors,6.3
,9/13/2008,Coco Chanel,6.1
,6/28/2008,"Louise Bourgeois: The Spider, The Mistress And The Tangerine",0
,4/13/2005,The Goebbels Experiment,6.1
,10/2/1979,The Riddle of the Sands,6.6
,2/11/2012,Catastroika,7.1
,1/21/2004,Vizontele Tuuba,6.5
,7/10/1937,The Spanish Earth,6
"{'id': 154002, 'name': 'Easy Money Collection', 'poster_path': '/39LIOuekPyk1FYNKwbxZHQ0rqvz.jpg', 'backdrop_path': '/pMdlCJtTav1E7xKFU4W57m3ewBo.jpg'}",8/16/2012,Easy Money II,5.9
,11/8/2013,Medora,5
,8/25/1965,Rampage at Apache Wells,5.5
,12/12/2012,Ernest & Celestine,7.6
,3/27/1954,Wyoming Renegades,0
,5/9/1999,The Simple Life Of Noah Dearborn,3.4
,2/4/2008,Private Lessons,5.6
,5/12/2009,The String,6.4
,3/9/1936,Love Before Breakfast,5
,4/24/1974,The Man Who Sleeps,8.5
,10/8/2013,The Monkey's Paw,4.2
,1/17/2014,Mitt,6.3
,11/15/2013,Dear Mr. Watterson,6.3
,10/2/2011,Oxy-Morons,8
,11/30/1991,Samurai Cop,4.6
,2/20/1996,Splatter: Naked Blood,5.4
,10/23/1992,Frozen Assets,3
,11/27/1993,Full Eclipse,4.4
,3/7/2006,My Son,6.3
,10/27/2011,Over Your Cities Grass Will Grow,7.7
,7/1/1983,Space Raiders,4.4
,8/26/2013,Banshee Chapter,5.7
,7/23/2013,Drift,5.7
,12/16/1985,A Letter to Three Wives,0
,4/10/1968,Beyond the Law,6.1
,2/21/1924,America,0
,3/6/2013,It Boy,6.2
,1/1/2011,The Redemption of General Butt Naked,7.3
,2/5/1975,Report to the Commissioner,6.7
,6/28/1973,40 Carats,7.5
,10/4/2012,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7.1
,8/21/2009,The House of Branching Love,6.5
,1/1/2009,America,2.5
,4/15/1931,Bachelor Apartment,8
,9/29/1990,Backstreet Dreams,5
,1/1/1981,Full Moon High,3.6
,7/1/1981,Gas,0
,1/22/2014,"I, Frankenstein",5.1
,3/6/1999,Yu☆Gi☆Oh!,6.6
,1/23/2010,Yu-Gi-Oh! 3D: Bonds Beyond Time,5.9
,11/26/1958,From the Earth to the Moon,5.3
,4/10/1958,The Astounding She-Monster,3.5
,7/1/2001,Last Run,6
,7/13/2008,Generation Kill,7.8
,12/7/1994,Getting In,6
,1/23/1998,Tomorrow Night,7
,3/14/2014,Better Living Through Chemistry,5.9
,1/1/2004,Snakehead Terror,5.9
,1/5/2008,Beyond Loch Ness,4.4
,12/31/2013,Enemy,6.7
,1/1/2012,Battleground,4.5
,9/28/2010,Tapestries of Hope,0
,4/6/2012,Xingu,7.5
,12/22/1995,Adam and Eve,6
,12/26/1997,Tentação,6.5
,4/21/2013,Big Bad Wolves,6.5
,2/11/2013,The Strange Little Cat,7.2
,6/2/2009,William Kunstler Disturbing the Universe,5
,12/21/2009,Kawasaki's Rose,5
,1/1/2009,I Saw the Sun,6.7
,1/31/1941,Come Live with Me,8
,6/1/2006,Striking Range,0
,5/17/2013,Stranger by the Lake,6.4
,12/27/2013,Labor Day,6.7
,4/16/2014,Tom at the Farm,6.9
,12/5/2012,Beyond the Walls,6.2
,3/16/2011,North Sea Texas,6.9
,3/3/2009,Wonder Woman,7.2
